,tp,fp,fn,tn,precision,recall,f_measure,mcc
91,21,0,1,3358,1.0,0.9545454545454546,0.9767441860465117,0.9768629786517281
92,33,4,0,3343,0.8918918918918919,1.0,0.9428571428571428,0.9438357864649705
93,14,0,0,3366,1.0,1.0,1.0,1.0
94,16,0,0,3364,1.0,1.0,1.0,1.0
95,14,0,0,3366,1.0,1.0,1.0,1.0
96,14,0,0,3366,1.0,1.0,1.0,1.0
97,14,0,0,3366,1.0,1.0,1.0,1.0
98,18,0,0,3362,1.0,1.0,1.0,1.0
99,14,0,0,3366,1.0,1.0,1.0,1.0
100,15,0,1,3364,1.0,0.9375,0.967741935483871,0.9681019557521072
101,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
102,10,0,0,3370,1.0,1.0,1.0,1.0
103,10,1,3,3366,0.9090909090909091,0.7692307692307693,0.8333333333333333,0.8356709789611896
104,6,1,4,3369,0.8571428571428571,0.6,0.7058823529411764,0.7164636685552329
105,4,1,6,3369,0.8,0.4,0.5333333333333333,0.5648469064227503
106,9,1,2,3368,0.9,0.8181818181818182,0.8571428571428572,0.8576777384837762
107,4,0,7,3369,1.0,0.36363636363636365,0.5333333333333333,0.6023971931252851
108,10,2,1,3367,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8699490255724285
109,4,1,9,3366,0.8,0.3076923076923077,0.4444444444444444,0.49507224230058094
110,10,0,0,3370,1.0,1.0,1.0,1.0
111,10,0,0,3370,1.0,1.0,1.0,1.0
112,13,1,0,3366,0.9285714285714286,1.0,0.962962962962963,0.9634810027091125
113,9,1,4,3366,0.9,0.6923076923076923,0.7826086956521738,0.7886623137526262
114,8,0,8,3364,1.0,0.5,0.6666666666666666,0.7062674850080504
115,16,1,1,3362,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9408791170348604
116,7,2,3,3368,0.7777777777777778,0.7,0.7368421052631577,0.7371298548216919
117,6,1,4,3369,0.8571428571428571,0.6,0.7058823529411764,0.7164636685552329
118,3,3,7,3367,0.5,0.3,0.37499999999999994,0.38592011661405057
119,1,0,9,3370,1.0,0.1,0.18181818181818182,0.31580634732155466
120,8,1,2,3369,0.8888888888888888,0.8,0.8421052631578948,0.8428362149955281
121,3,2,7,3368,0.6,0.3,0.4,0.42311100859729395
122,6,2,4,3368,0.75,0.6,0.6666666666666665,0.6699581004585032
123,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
124,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
125,17,3,0,3360,0.85,1.0,0.9189189189189189,0.9215431343344129
126,16,2,1,3361,0.8888888888888888,0.9411764705882353,0.9142857142857143,0.9142171022959672
127,17,3,0,3360,0.85,1.0,0.9189189189189189,0.9215431343344129
128,14,1,2,3363,0.9333333333333333,0.875,0.9032258064516129,0.9032548568531353
129,15,1,2,3362,0.9375,0.8823529411764706,0.9090909090909091,0.9090669417622455
130,16,3,1,3360,0.8421052631578947,0.9411764705882353,0.8888888888888888,0.8896845998319216
131,14,1,3,3362,0.9333333333333333,0.8235294117647058,0.8749999999999999,0.8761369667701419
132,17,1,0,3362,0.9444444444444444,1.0,0.9714285714285714,0.9716808172095011
133,17,3,0,3360,0.85,1.0,0.9189189189189189,0.9215431343344129
134,16,1,1,3362,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9408791170348604
135,15,1,2,3362,0.9375,0.8823529411764706,0.9090909090909091,0.9090669417622455
136,9,1,4,3366,0.9,0.6923076923076923,0.7826086956521738,0.7886623137526262
137,10,0,0,3370,1.0,1.0,1.0,1.0
138,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
139,10,0,0,3370,1.0,1.0,1.0,1.0
140,14,0,3,3363,1.0,0.8235294117647058,0.9032258064516129,0.907080717649626
141,11,3,2,3364,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.8146366410309371
142,15,1,2,3362,0.9375,0.8823529411764706,0.9090909090909091,0.9090669417622455
143,11,2,6,3361,0.8461538461538461,0.6470588235294118,0.7333333333333334,0.7388207484255012
144,8,0,4,3368,1.0,0.6666666666666666,0.8,0.816012156927251
145,14,1,2,3363,0.9333333333333333,0.875,0.9032258064516129,0.9032548568531353
146,14,2,1,3363,0.875,0.9333333333333333,0.9032258064516129,0.9032548568531353
147,13,2,1,3364,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8966443988432352
148,9,1,6,3364,0.9,0.6,0.7200000000000001,0.7339378861333218
149,12,1,2,3365,0.9230769230769231,0.8571428571428571,0.888888888888889,0.8890588218700248
150,14,2,1,3363,0.875,0.9333333333333333,0.9032258064516129,0.9032548568531353
151,12,2,0,3366,0.8571428571428571,1.0,0.923076923076923,0.9255451717487398
152,10,1,3,3366,0.9090909090909091,0.7692307692307693,0.8333333333333333,0.8356709789611896
153,11,1,4,3364,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8191942510037011
154,11,0,4,3365,1.0,0.7333333333333333,0.846153846153846,0.8558403178448409
155,10,0,5,3365,1.0,0.6666666666666666,0.8,0.8158906464613901
156,18,0,1,3361,1.0,0.9473684210526315,0.972972972972973,0.9731837616277124
157,13,1,3,3363,0.9285714285714286,0.8125,0.8666666666666666,0.8680232516609462
158,9,0,6,3365,1.0,0.6,0.7499999999999999,0.7739070148510843
159,10,1,4,3365,0.9090909090909091,0.7142857142857143,0.8,0.8051290909380524
160,12,2,3,3363,0.8571428571428571,0.8,0.8275862068965518,0.8273405326623495
161,15,1,1,3363,0.9375,0.9375,0.9375,0.9372027348394768
162,9,0,5,3366,1.0,0.6428571428571429,0.782608695652174,0.8011888864790898
163,13,2,2,3363,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8660723130262507
164,8,1,9,3362,0.8888888888888888,0.47058823529411764,0.6153846153846153,0.6455855808427017
165,11,1,4,3364,0.9166666666666666,0.7333333333333333,0.8148148148148148,0.8191942510037011
166,10,0,5,3365,1.0,0.6666666666666666,0.8,0.8158906464613901
167,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
168,10,0,0,3370,1.0,1.0,1.0,1.0
169,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
170,10,0,0,3370,1.0,1.0,1.0,1.0
171,10,0,0,3370,1.0,1.0,1.0,1.0
172,10,0,0,3370,1.0,1.0,1.0,1.0
173,3,0,7,3370,1.0,0.3,0.4615384615384615,0.5471545908458447
174,2,0,8,3370,1.0,0.2,0.33333333333333337,0.4466837213855666
175,5,0,5,3370,1.0,0.5,0.6666666666666666,0.7065828042482064
176,3,0,7,3370,1.0,0.3,0.4615384615384615,0.5471545908458447
177,2,1,9,3368,0.6666666666666666,0.18181818181818182,0.28571428571428575,0.3471749822222097
178,7,3,4,3366,0.7,0.6363636363636364,0.6666666666666666,0.6663909845362234
179,10,2,1,3367,0.8333333333333334,0.9090909090909091,0.8695652173913043,0.8699490255724285
180,7,1,4,3368,0.875,0.6363636363636364,0.7368421052631579,0.7455225906561498
181,14,0,0,3366,1.0,1.0,1.0,1.0
182,15,1,0,3364,0.9375,1.0,0.967741935483871,0.9681019557521072
183,16,0,0,3364,1.0,1.0,1.0,1.0
184,15,0,1,3364,1.0,0.9375,0.967741935483871,0.9681019557521072
185,17,0,1,3362,1.0,0.9444444444444444,0.9714285714285714,0.9716808172095011
186,16,0,0,3364,1.0,1.0,1.0,1.0
187,10,0,0,3370,1.0,1.0,1.0,1.0
188,10,0,0,3370,1.0,1.0,1.0,1.0
189,18,0,0,3362,1.0,1.0,1.0,1.0
190,19,1,0,3360,0.95,1.0,0.9743589743589743,0.9745344252657101
191,18,1,1,3360,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9470708905557557
192,21,0,1,3358,1.0,0.9545454545454546,0.9767441860465117,0.9768629786517281
193,11,0,1,3368,1.0,0.9166666666666666,0.9565217391304348,0.957285003546612
194,21,0,1,3358,1.0,0.9545454545454546,0.9767441860465117,0.9768629786517281
195,7,0,3,3370,1.0,0.7,0.8235294117647058,0.8362878743799081
196,9,5,1,3365,0.6428571428571429,0.9,0.75,0.7598359663084899
197,6,0,3,3371,1.0,0.6666666666666666,0.8,0.8161335052790344
198,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
199,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
200,7,0,3,3370,1.0,0.7,0.8235294117647058,0.8362878743799081
201,7,0,3,3370,1.0,0.7,0.8235294117647058,0.8362878743799081
202,10,0,1,3369,1.0,0.9090909090909091,0.9523809523809523,0.9533211154575526
203,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
204,7,0,2,3371,1.0,0.7777777777777778,0.8750000000000001,0.8816556012054464
205,7,0,2,3371,1.0,0.7777777777777778,0.8750000000000001,0.8816556012054464
206,10,0,0,3370,1.0,1.0,1.0,1.0
207,7,0,3,3370,1.0,0.7,0.8235294117647058,0.8362878743799081
208,6,0,3,3371,1.0,0.6666666666666666,0.8,0.8161335052790344
209,14,1,2,3363,0.9333333333333333,0.875,0.9032258064516129,0.9032548568531353
210,9,0,0,3371,1.0,1.0,1.0,1.0
211,10,0,0,3370,1.0,1.0,1.0,1.0
212,13,3,0,3364,0.8125,1.0,0.896551724137931,0.90098616070174
213,9,0,4,3367,1.0,0.6923076923076923,0.8181818181818181,0.831556495900085
214,10,0,0,3370,1.0,1.0,1.0,1.0
215,10,0,0,3370,1.0,1.0,1.0,1.0
216,12,0,0,3368,1.0,1.0,1.0,1.0
217,13,0,0,3367,1.0,1.0,1.0,1.0
218,13,0,0,3367,1.0,1.0,1.0,1.0
219,13,0,0,3367,1.0,1.0,1.0,1.0
220,13,0,0,3367,1.0,1.0,1.0,1.0
221,12,0,0,3368,1.0,1.0,1.0,1.0
222,12,0,0,3368,1.0,1.0,1.0,1.0
223,10,0,0,3370,1.0,1.0,1.0,1.0
224,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
225,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
226,10,0,0,3370,1.0,1.0,1.0,1.0
227,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
228,13,0,0,3367,1.0,1.0,1.0,1.0
229,10,0,0,3370,1.0,1.0,1.0,1.0
230,13,0,0,3367,1.0,1.0,1.0,1.0
231,20,3,0,3357,0.8695652173913043,1.0,0.9302325581395349,0.9320884184860235
232,11,0,0,3369,1.0,1.0,1.0,1.0
233,17,1,0,3362,0.9444444444444444,1.0,0.9714285714285714,0.9716808172095011
234,11,0,0,3369,1.0,1.0,1.0,1.0
235,10,0,1,3369,1.0,0.9090909090909091,0.9523809523809523,0.9533211154575526
236,17,0,0,3363,1.0,1.0,1.0,1.0
237,11,1,0,3368,0.9166666666666666,1.0,0.9565217391304348,0.957285003546612
238,23,5,1,3351,0.8214285714285714,0.9583333333333334,0.8846153846153847,0.8863933131420973
239,10,0,0,3370,1.0,1.0,1.0,1.0
240,10,0,0,3370,1.0,1.0,1.0,1.0
241,11,1,0,3368,0.9166666666666666,1.0,0.9565217391304348,0.957285003546612
242,10,0,0,3370,1.0,1.0,1.0,1.0
243,10,0,0,3370,1.0,1.0,1.0,1.0
244,10,0,0,3370,1.0,1.0,1.0,1.0
245,10,0,0,3370,1.0,1.0,1.0,1.0
246,10,0,0,3370,1.0,1.0,1.0,1.0
247,10,0,0,3370,1.0,1.0,1.0,1.0
248,14,0,0,3366,1.0,1.0,1.0,1.0
249,15,0,1,3364,1.0,0.9375,0.967741935483871,0.9681019557521072
250,10,0,0,3370,1.0,1.0,1.0,1.0
251,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
252,13,0,0,3367,1.0,1.0,1.0,1.0
253,22,0,0,3358,1.0,1.0,1.0,1.0
254,11,3,2,3364,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.8146366410309371
255,7,0,6,3367,1.0,0.5384615384615384,0.7000000000000001,0.7331464423290837
256,9,1,4,3366,0.9,0.6923076923076923,0.7826086956521738,0.7886623137526262
257,13,2,0,3365,0.8666666666666667,1.0,0.9285714285714286,0.9306728029505676
258,13,0,0,3367,1.0,1.0,1.0,1.0
259,16,0,0,3364,1.0,1.0,1.0,1.0
260,16,0,0,3364,1.0,1.0,1.0,1.0
261,15,1,0,3364,0.9375,1.0,0.967741935483871,0.9681019557521072
262,16,2,0,3362,0.8888888888888888,1.0,0.9411764705882353,0.9425287356321839
263,20,1,0,3359,0.9523809523809523,1.0,0.975609756097561,0.9757548389164843
264,19,4,1,3356,0.8260869565217391,0.95,0.8837209302325583,0.8851646941118388
265,13,1,0,3366,0.9285714285714286,1.0,0.962962962962963,0.9634810027091125
266,13,1,0,3366,0.9285714285714286,1.0,0.962962962962963,0.9634810027091125
267,14,1,0,3365,0.9333333333333333,1.0,0.9655172413793104,0.965948265024121
268,13,0,0,3367,1.0,1.0,1.0,1.0
269,15,0,1,3364,1.0,0.9375,0.967741935483871,0.9681019557521072
270,17,0,2,3361,1.0,0.8947368421052632,0.9444444444444444,0.9456239927934317
271,14,0,0,3366,1.0,1.0,1.0,1.0
272,10,0,0,3370,1.0,1.0,1.0,1.0
273,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
274,10,0,0,3370,1.0,1.0,1.0,1.0
275,10,0,0,3370,1.0,1.0,1.0,1.0
276,8,0,2,3370,1.0,0.8,0.888888888888889,0.8941619004139232
277,14,0,0,3366,1.0,1.0,1.0,1.0
278,22,0,0,3358,1.0,1.0,1.0,1.0
279,28,1,1,3350,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.965218822996738
280,30,0,3,3347,1.0,0.9090909090909091,0.9523809523809523,0.9530355700754494
281,26,0,3,3351,1.0,0.896551724137931,0.9454545454545454,0.9464405948176807
282,29,1,1,3349,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9663681592039801
283,28,1,4,3347,0.9655172413793104,0.875,0.9180327868852458,0.9184198887918273
284,11,0,0,3369,1.0,1.0,1.0,1.0
285,10,1,1,3368,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9087940851075312
286,11,0,0,3369,1.0,1.0,1.0,1.0
287,14,5,3,3358,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.7778058139089016
288,17,1,0,3362,0.9444444444444444,1.0,0.9714285714285714,0.9716808172095011
289,17,0,0,3363,1.0,1.0,1.0,1.0
290,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
291,11,0,0,3369,1.0,1.0,1.0,1.0
292,8,2,2,3368,0.8,0.8,0.8000000000000002,0.799406528189911
293,17,2,0,3361,0.8947368421052632,1.0,0.9444444444444444,0.9456239927934317
294,17,0,0,3363,1.0,1.0,1.0,1.0
295,22,3,0,3355,0.88,1.0,0.9361702127659575,0.9376640217842742
296,22,0,0,3358,1.0,1.0,1.0,1.0
297,31,4,1,3344,0.8857142857142857,0.96875,0.9253731343283582,0.9255745561758426
298,31,3,1,3345,0.9117647058823529,0.96875,0.9393939393939394,0.9392368222941991
299,14,0,2,3364,1.0,0.875,0.9333333333333333,0.9351364045252064
300,10,0,0,3370,1.0,1.0,1.0,1.0
301,10,0,0,3370,1.0,1.0,1.0,1.0
302,10,0,0,3370,1.0,1.0,1.0,1.0
303,10,0,0,3370,1.0,1.0,1.0,1.0
304,14,1,0,3365,0.9333333333333333,1.0,0.9655172413793104,0.965948265024121
305,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
306,11,0,0,3369,1.0,1.0,1.0,1.0
307,10,0,0,3370,1.0,1.0,1.0,1.0
308,10,0,0,3370,1.0,1.0,1.0,1.0
309,14,0,0,3366,1.0,1.0,1.0,1.0
310,14,0,0,3366,1.0,1.0,1.0,1.0
311,10,0,0,3370,1.0,1.0,1.0,1.0
312,10,0,0,3370,1.0,1.0,1.0,1.0
313,5,0,6,3369,1.0,0.45454545454545453,0.625,0.6736003071090257
314,10,1,1,3368,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9087940851075312
315,6,1,5,3368,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.6829860372076
316,10,0,0,3370,1.0,1.0,1.0,1.0
317,10,0,0,3370,1.0,1.0,1.0,1.0
318,19,0,0,3361,1.0,1.0,1.0,1.0
319,17,0,0,3363,1.0,1.0,1.0,1.0
320,17,1,0,3362,0.9444444444444444,1.0,0.9714285714285714,0.9716808172095011
321,17,1,0,3362,0.9444444444444444,1.0,0.9714285714285714,0.9716808172095011
322,21,1,0,3358,0.9545454545454546,1.0,0.9767441860465117,0.9768629786517281
323,22,2,0,3356,0.9166666666666666,1.0,0.9565217391304348,0.9571419470328854
324,23,2,0,3355,0.92,1.0,0.9583333333333334,0.9588805408234408
325,22,2,1,3355,0.9166666666666666,0.9565217391304348,0.9361702127659574,0.9359383691248411
326,23,4,0,3353,0.8518518518518519,1.0,0.92,0.9224081722537321
327,22,0,1,3357,1.0,0.9565217391304348,0.9777777777777777,0.9778736577332702
328,22,0,1,3357,1.0,0.9565217391304348,0.9777777777777777,0.9778736577332702
329,23,2,0,3355,0.92,1.0,0.9583333333333334,0.9588805408234408
330,22,2,1,3355,0.9166666666666666,0.9565217391304348,0.9361702127659574,0.9359383691248411
331,12,0,0,3368,1.0,1.0,1.0,1.0
332,12,1,0,3367,0.9230769230769231,1.0,0.9600000000000001,0.9606262802756828
333,22,0,1,3357,1.0,0.9565217391304348,0.9777777777777777,0.9778736577332702
334,23,2,0,3355,0.92,1.0,0.9583333333333334,0.9588805408234408
335,10,0,0,3370,1.0,1.0,1.0,1.0
336,2,0,9,3369,1.0,0.18181818181818182,0.3076923076923077,0.425833023528019
337,13,0,2,3365,1.0,0.8666666666666667,0.9285714285714286,0.9306728029505676
338,14,2,0,3364,0.875,1.0,0.9333333333333333,0.9351364045252064
339,9,0,5,3366,1.0,0.6428571428571429,0.782608695652174,0.8011888864790898
340,7,0,4,3369,1.0,0.6363636363636364,0.7777777777777778,0.7972508892474797
341,6,1,5,3368,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.6829860372076
342,8,1,3,3368,0.8888888888888888,0.7272727272727273,0.7999999999999999,0.803463649049882
343,9,0,5,3366,1.0,0.6428571428571429,0.782608695652174,0.8011888864790898
344,12,1,2,3365,0.9230769230769231,0.8571428571428571,0.888888888888889,0.8890588218700248
345,14,3,1,3362,0.8235294117647058,0.9333333333333333,0.8749999999999999,0.8761369667701419
346,14,3,0,3363,0.8235294117647058,1.0,0.9032258064516129,0.907080717649626
347,8,1,3,3368,0.8888888888888888,0.7272727272727273,0.7999999999999999,0.803463649049882
348,14,1,1,3364,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9330361565131253
349,12,0,2,3366,1.0,0.8571428571428571,0.923076923076923,0.9255451717487398
350,6,0,5,3369,1.0,0.5454545454545454,0.7058823529411764,0.7380015075486976
351,9,0,5,3366,1.0,0.6428571428571429,0.782608695652174,0.8011888864790898
352,14,3,0,3363,0.8235294117647058,1.0,0.9032258064516129,0.907080717649626
353,14,0,2,3364,1.0,0.875,0.9333333333333333,0.9351364045252064
354,6,1,5,3368,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.6829860372076
355,7,0,4,3369,1.0,0.6363636363636364,0.7777777777777778,0.7972508892474797
356,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
357,13,0,0,3367,1.0,1.0,1.0,1.0
358,10,3,0,3367,0.7692307692307693,1.0,0.8695652173913044,0.876667550480387
359,10,1,0,3369,0.9090909090909091,1.0,0.9523809523809523,0.9533211154575526
360,20,0,0,3360,1.0,1.0,1.0,1.0
361,12,0,0,3368,1.0,1.0,1.0,1.0
362,12,1,0,3367,0.9230769230769231,1.0,0.9600000000000001,0.9606262802756828
363,22,4,0,3354,0.8461538461538461,1.0,0.9166666666666666,0.9193181822364821
364,24,1,0,3355,0.96,1.0,0.9795918367346939,0.9796499094946239
365,26,2,1,3351,0.9285714285714286,0.9629629629629629,0.9454545454545454,0.945166079063741
366,10,0,1,3369,1.0,0.9090909090909091,0.9523809523809523,0.9533211154575526
367,10,0,0,3370,1.0,1.0,1.0,1.0
368,10,0,0,3370,1.0,1.0,1.0,1.0
369,10,0,0,3370,1.0,1.0,1.0,1.0
370,1,0,10,3369,1.0,0.09090909090909091,0.16666666666666669,0.30106485929715976
371,9,0,1,3370,1.0,0.9,0.9473684210526316,0.9485425751693642
372,4,0,8,3368,1.0,0.3333333333333333,0.5,0.5766657991574076
373,6,0,6,3368,1.0,0.5,0.6666666666666666,0.70647777577116
374,11,0,0,3369,1.0,1.0,1.0,1.0
375,3,0,7,3370,1.0,0.3,0.4615384615384615,0.5471545908458447
376,9,1,2,3368,0.9,0.8181818181818182,0.8571428571428572,0.8576777384837762
377,8,2,2,3368,0.8,0.8,0.8000000000000002,0.799406528189911
378,6,1,4,3369,0.8571428571428571,0.6,0.7058823529411764,0.7164636685552329
379,10,2,2,3366,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8327395091053048
380,7,2,3,3368,0.7777777777777778,0.7,0.7368421052631577,0.7371298548216919
381,4,0,7,3369,1.0,0.36363636363636365,0.5333333333333333,0.6023971931252851
